City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
118,Rosarito,MX,32.3333,-117.0333,75.58,59,22,11.54,few clouds
119,Thouars,FR,46.976,-0.2151,52.72,71,2,6.44,clear sky
120,Bredasdorp,ZA,-34.5322,20.0403,49.28,86,0,2.04,clear sky
121,Tuktoyaktuk,CA,69.4541,-133.0374,31.96,72,87,5.35,overcast clouds
122,Khatanga,RU,71.9667,102.5,17.2,97,100,0.76,light snow
123,East London,ZA,-33.0153,27.9116,61.21,68,4,17.58,clear sky
124,Hermanus,ZA,-34.4187,19.2345,58.89,78,0,8.75,clear sky
125,Kallaste,EE,58.655,27.1592,46.63,73,100,10.09,overcast clouds
126,Constitucion,CL,-35.3333,-72.4167,54.95,81,38,5.88,scattered clouds
127,Aykhal,RU,66.0,111.5,32.31,98,100,14.27,light snow
128,Hulan,CN,45.9833,126.6,50.45,52,80,19.51,broken clouds
129,Palmer,US,42.1584,-72.3287,61.97,69,90,1.99,overcast clouds
130,Kyaikkami,MM,16.08,97.5675,79.41,86,100,9.24,overcast clouds
131,Sola,VU,-13.8833,167.55,78.46,84,34,21.92,scattered clouds
132,Calvinia,ZA,-31.4707,19.776,56.21,37,0,7.36,clear sky
133,Cherskiy,RU,68.75,161.3,9.97,96,99,5.44,overcast clouds
134,Katsuura,JP,35.1333,140.3,70.2,83,36,2.84,scattered clouds
135,Vestmanna,FO,62.1564,-7.1664,49.12,100,75,17.27,broken clouds
136,Portales,US,34.1862,-103.3344,93.33,16,0,5.99,clear sky
137,Banfora,BF,10.6333,-4.7667,79.79,67,14,3.58,few clouds
138,Lagoa,PT,39.05,-27.9833,69.49,78,81,21.63,broken clouds
139,Gornopravdinsk,RU,60.05,69.9,32.47,86,87,6.73,overcast clouds
140,Caucasia,CO,7.9865,-75.1935,82.2,86,80,3.94,broken clouds
141,Saint George,US,37.1041,-113.5841,74.43,29,1,1.99,clear sky
142,Todos Santos,MX,23.45,-110.2167,96.01,74,7,5.93,clear sky
143,Faanui,PF,-16.4833,-151.75,78.37,70,11,4.63,few clouds
144,Pangnirtung,CA,66.1451,-65.7125,32.74,91,83,1.5,broken clouds
145,Castanos,MX,26.7833,-101.4167,91.62,23,0,5.88,clear sky
146,Longjiang,CN,47.3303,123.1836,45.84,50,4,19.66,clear sky
147,Yumen,CN,40.2833,97.2,33.78,31,0,6.46,clear sky
148,Kavieng,PG,-2.5744,150.7967,81.9,77,78,8.7,light rain
149,Prince George,CA,53.9166,-122.753,46.26,84,90,1.01,overcast clouds
150,Celestun,MX,20.8667,-90.4,84.6,71,48,9.71,scattered clouds
151,Arraial Do Cabo,BR,-22.9661,-42.0278,67.86,77,90,11.5,overcast clouds
152,Eslamshahr,IR,35.5605,51.2346,60.24,47,0,0.0,clear sky
153,Macieira De Cambra,PT,40.8594,-8.3734,67.26,57,97,3.38,overcast clouds
154,Saint-Philippe,RE,-21.3585,55.7679,71.19,86,44,14.92,light rain
155,Santiago,CL,-33.4569,-70.6483,66.29,51,20,9.22,few clouds
156,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,90,14.97,fog
157,Qaanaaq,GL,77.484,-69.3632,28.72,75,100,15.75,overcast clouds
158,Karasjok,NO,69.4719,25.5112,35.71,99,100,5.1,light rain
159,Khash,IR,28.2211,61.2158,60.87,28,0,5.06,clear sky
160,Primorsk,UA,46.7348,36.3443,54.14,49,99,19.24,overcast clouds
161,Srednekolymsk,RU,67.45,153.6833,11.35,92,50,4.54,scattered clouds
162,Narasannapeta,IN,18.4167,84.05,78.24,86,23,5.01,few clouds
163,Kayes,ML,14.0,-11.0,81.99,63,56,4.25,broken clouds
164,Turayf,SA,31.6725,38.6637,72.77,22,0,10.76,clear sky
165,Oksfjord,NO,70.2396,22.3479,43.72,88,100,8.75,overcast clouds
166,Colac,AU,-38.3333,143.5833,48.07,72,8,3.4,clear sky
167,Tilichiki,RU,60.4667,166.1,26.98,69,22,3.18,few clouds
168,Hemnesberget,NO,66.2333,13.6333,53.58,95,100,15.19,light rain
169,Cacoal,BR,-11.4386,-61.4472,90.19,41,95,5.12,overcast clouds
170,Meulaboh,ID,4.1363,96.1285,76.35,86,89,5.7,overcast clouds
171,Hambantota,LK,6.1241,81.1185,79.14,100,100,4.61,overcast clouds
172,Hirado,JP,33.3597,129.5531,75.38,73,31,4.83,scattered clouds
173,Durango,MX,24.8333,-104.8333,79.88,28,1,5.19,clear sky
174,Rawson,AR,-43.3002,-65.1023,71.08,28,0,19.82,clear sky
175,Abay,KZ,49.6311,72.8539,41.72,61,100,3.09,overcast clouds
176,La Tuque,CA,47.4334,-72.7824,58.64,80,78,6.35,broken clouds
177,Luanda,AO,-8.8368,13.2343,72.99,80,73,7.96,broken clouds
178,Zyryanskoye,RU,56.8306,86.6258,39.04,89,100,6.55,overcast clouds
179,Chapais,CA,49.7834,-74.8492,62.42,73,70,10.0,broken clouds
180,Vicksburg,US,32.3526,-90.8779,85.68,51,1,4.61,clear sky
181,Souillac,MU,-20.5167,57.5167,73.36,79,48,17.94,scattered clouds
182,Edendale,ZA,-29.6528,30.3147,59.63,90,100,2.46,overcast clouds
183,Lasa,IT,46.6166,10.7002,45.63,81,3,2.46,clear sky
184,Kahului,US,20.8947,-156.47,79.86,89,40,21.85,light rain
185,Esperance,AU,-33.8667,121.9,53.17,60,100,5.57,overcast clouds
186,Nanortalik,GL,60.1432,-45.2371,36.21,83,6,5.57,clear sky
187,Igarka,RU,67.4667,86.5833,23.13,78,97,19.55,overcast clouds
188,Norman Wells,CA,65.282,-126.8329,33.89,91,100,7.72,light rain
189,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.43,78,100,8.97,overcast clouds
190,Nioro,GM,13.35,-15.75,78.49,85,98,5.75,overcast clouds
191,Marau,BR,-28.4492,-52.2,61.3,96,100,5.5,light rain
192,Rundu,NA,-17.9333,19.7667,77.86,11,59,6.58,broken clouds
193,Agadir,MA,30.4202,-9.5982,64.85,73,42,8.21,scattered clouds
194,Cukai,MY,4.25,103.4167,77.47,91,59,3.49,broken clouds
195,Berlevag,NO,70.8578,29.0864,38.37,94,100,6.06,overcast clouds
196,Vardo,NO,70.3705,31.1107,40.21,93,100,7.9,overcast clouds
197,Bereslavka,RU,48.6254,44.0449,38.17,55,100,6.24,overcast clouds
198,Las Margaritas,MX,16.3167,-91.9833,73.18,57,96,6.26,overcast clouds
199,Carman,CA,49.4992,-98.0016,56.64,75,100,8.57,overcast clouds
200,Airai,TL,-8.9266,125.4092,61.56,45,97,1.97,overcast clouds
201,Gebre Guracha,ET,9.8,38.4,52.11,88,97,2.86,light rain
202,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,8.05,scattered clouds
203,Jamestown,US,42.097,-79.2353,65.52,91,90,3.0,overcast clouds
204,Camopi,GF,3.1655,-52.3158,75.7,90,100,5.93,overcast clouds
205,Sawtell,AU,-30.3833,153.1,79.18,74,50,14.97,scattered clouds
206,Torbay,CA,47.6666,-52.7314,45.57,83,44,5.99,light rain
207,Sananduva,BR,-27.9497,-51.8067,59.94,97,100,5.01,light rain
208,Meridian,US,43.6121,-116.3915,65.82,36,1,4.0,clear sky
209,Butte,US,39.6499,-121.5677,75.56,30,1,8.05,clear sky
210,Aldan,RU,58.6031,125.3894,24.51,85,29,7.56,scattered clouds
211,Tasiilaq,GL,65.6145,-37.6368,32.16,88,10,6.33,clear sky
212,Padang,ID,-0.9492,100.3543,77.05,90,41,4.47,scattered clouds
213,Pinawa,CA,50.1489,-95.8811,62.89,63,100,7.34,overcast clouds
214,Shenkursk,RU,62.1091,42.896,42.3,96,100,2.66,overcast clouds
215,Tabriz,IR,38.08,46.2919,49.46,50,0,4.61,clear sky
216,Doha,QA,25.2867,51.5333,89.58,45,0,10.36,clear sky
217,Geraldton,AU,-28.7667,114.6,43.21,87,0,3.44,clear sky
218,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
219,Fortuna,US,40.5982,-124.1573,74.19,52,4,4.0,clear sky
220,Kashi,CN,39.4547,75.9797,45.39,37,90,2.66,overcast clouds
221,Gazanjyk,TM,39.2446,55.5154,50.14,20,0,7.07,clear sky
222,Ugoofaaru,MV,5.6667,73.0,82.85,79,99,16.08,overcast clouds
223,Ulladulla,AU,-35.35,150.4667,63.88,86,100,9.44,overcast clouds
224,Mount Isa,AU,-20.7333,139.5,85.77,37,65,4.61,broken clouds
225,Ponta Do Sol,PT,32.6667,-17.1,72.23,73,21,4.76,few clouds
226,Pitimbu,BR,-7.4706,-34.8086,79.39,78,84,11.21,broken clouds
227,Abha,SA,18.2164,42.5053,64.65,34,0,4.61,clear sky
228,Igboho,NG,8.8333,3.75,75.07,90,100,4.85,overcast clouds
229,Najran,SA,17.4924,44.1277,72.99,38,8,3.62,clear sky
230,Baiyin,CN,36.5583,104.2081,36.99,73,100,5.32,overcast clouds
231,Ketchikan,US,55.3422,-131.6461,50.47,71,75,3.44,light rain
232,Huarmey,PE,-10.0681,-78.1522,67.03,80,54,10.47,broken clouds
233,Charters Towers,AU,-20.1,146.2667,73.65,67,26,12.88,scattered clouds
234,Pinotepa Nacional,MX,16.3167,-98.0167,78.57,89,97,4.88,overcast clouds
235,Naco,MX,31.3347,-109.9483,85.08,31,0,20.65,clear sky
236,Forbes,AU,-33.3833,148.0167,63.91,71,89,6.67,overcast clouds
237,Ixtapa,MX,20.7,-105.2,90.23,66,75,8.05,broken clouds
238,Cabo San Lucas,MX,22.8909,-109.9124,96.51,58,1,4.0,clear sky
239,Deputatskiy,RU,69.3,139.9,17.11,84,100,4.52,overcast clouds
240,Khor,RU,47.8861,134.9464,51.35,93,100,10.56,light rain
241,Sibolga,ID,1.7427,98.7792,77.07,90,96,1.74,overcast clouds
242,Gat,IL,31.61,34.7642,73.81,71,0,5.32,clear sky
243,Bukachacha,RU,52.9833,116.9167,28.47,82,5,3.38,clear sky
244,Lebu,CL,-37.6167,-73.65,55.15,78,0,9.55,clear sky
245,Freeport,US,40.6576,-73.5832,67.24,72,90,7.0,overcast clouds
246,Portland,US,45.5234,-122.6762,65.62,66,75,1.01,broken clouds
247,Nishihara,JP,26.1842,127.7558,81.68,78,40,14.97,light intensity shower rain
248,Ivankiv,UA,50.9386,29.8943,43.56,61,70,5.64,broken clouds
249,Harnosand,SE,62.6323,17.9379,50.0,96,99,8.28,overcast clouds
250,Guerrero Negro,MX,27.9769,-114.0611,75.42,52,4,23.11,clear sky
251,Haines Junction,CA,60.7522,-137.5108,40.51,76,100,5.77,overcast clouds
252,Nouadhibou,MR,20.931,-17.0347,71.94,75,91,22.32,overcast clouds
253,Coquimbo,CL,-29.9533,-71.3436,60.53,58,0,10.36,clear sky
254,Qaqortoq,GL,60.7167,-46.0333,34.3,77,7,3.53,clear sky
255,Tyret Pervaya,RU,53.6703,102.3106,34.36,61,50,3.47,scattered clouds
256,Wanning,CN,18.8003,110.3967,78.1,88,89,12.37,overcast clouds
257,Kidal,ML,18.4411,1.4078,85.5,9,6,10.2,clear sky
258,Kaeo,NZ,-35.1,173.7833,64.33,70,66,9.69,broken clouds
259,Sungaipenuh,ID,-2.0833,101.3833,64.87,97,66,1.79,broken clouds
260,Estelle,US,29.8458,-90.1067,86.0,51,75,5.75,broken clouds
261,Garhi Khairo,PK,28.0606,67.9803,82.0,15,0,1.1,clear sky
262,Ballina,AU,-28.8667,153.5667,75.38,66,5,11.1,clear sky
263,Kaduqli,SD,11.0167,29.7167,78.42,38,10,3.04,clear sky
264,Riohacha,CO,11.5444,-72.9072,87.19,61,4,13.73,clear sky
265,Champerico,GT,14.3,-91.9167,88.36,82,100,10.0,overcast clouds
266,Datong,CN,40.0936,113.2914,43.86,40,100,11.36,overcast clouds
267,Macusani,PE,-14.0833,-70.4333,44.67,75,90,7.92,light rain
268,Axim,GH,4.8699,-2.2405,78.28,88,100,8.61,overcast clouds
269,Zhigansk,RU,66.7697,123.3711,33.15,99,100,19.13,snow
270,Portsmouth,GB,50.799,-1.0913,56.71,88,80,1.01,broken clouds
271,Motygino,RU,58.1831,94.7592,34.03,82,80,11.65,broken clouds
272,Mangrol,IN,21.1167,70.1167,81.41,80,52,3.47,broken clouds
273,Monastyrshchina,RU,54.3496,31.838,38.35,76,17,0.74,few clouds
274,Maldonado,UY,-34.6667,-54.9167,59.23,84,10,8.9,clear sky
275,Lazaro Cardenas,MX,17.9583,-102.2,85.39,72,53,8.41,broken clouds
276,Skjervoy,NO,70.0311,20.9714,48.38,82,100,10.6,light rain
277,Port Macquarie,AU,-31.4333,152.9167,71.89,66,50,9.4,scattered clouds
278,Along,IN,28.1667,94.7667,69.22,98,41,2.21,scattered clouds
279,Maragogi,BR,-9.0122,-35.2225,75.6,75,46,7.94,scattered clouds
280,Vila Velha,BR,-20.3297,-40.2925,67.95,88,90,4.61,overcast clouds
281,Alice Springs,AU,-23.7,133.8833,67.55,49,40,8.05,scattered clouds
282,Kuryk,KZ,43.2,51.65,50.02,33,3,6.51,clear sky
283,Wyszkow,PL,52.5928,21.4584,48.34,71,0,5.7,clear sky
284,Ermelo,ZA,-26.5333,29.9833,52.74,91,98,8.52,overcast clouds
285,Dikson,RU,73.5069,80.5464,30.2,59,100,24.34,overcast clouds
286,Okhotsk,RU,59.3833,143.3,25.12,75,5,10.74,clear sky
287,Pangoa,PE,-12.1167,-73.0,75.06,89,100,1.88,overcast clouds
288,Gondanglegi,ID,-7.7479,112.0132,74.32,89,57,12.62,broken clouds
289,Bandarbeyla,SO,9.4942,50.8122,78.12,82,88,18.07,overcast clouds
290,Ostrovnoy,RU,68.0531,39.5131,37.0,97,100,15.3,overcast clouds
291,Tiksi,RU,71.6872,128.8694,15.98,90,77,3.15,broken clouds
292,Tukrah,LY,32.5341,20.5791,74.05,61,3,7.7,clear sky
293,Talnakh,RU,69.4865,88.3972,15.1,93,49,9.51,scattered clouds
294,Port Lincoln,AU,-34.7333,135.8667,53.26,57,100,9.1,overcast clouds
295,Ancud,CL,-41.8697,-73.8203,60.33,81,0,6.6,clear sky
296,Saint-Augustin,CA,51.226,-58.6502,45.34,53,13,5.7,few clouds
297,Buala,SB,-8.145,159.5921,83.1,71,87,3.24,overcast clouds
298,Port-Cartier,CA,50.0334,-66.8654,46.74,73,41,2.64,scattered clouds
299,Husavik,IS,66.0449,-17.3389,39.09,96,100,10.54,overcast clouds
300,Kununurra,AU,-15.7667,128.7333,76.98,61,18,4.61,few clouds
301,Coswig,DE,51.1333,13.5833,44.67,76,0,3.44,clear sky
302,Sangar,RU,63.9242,127.4739,29.57,97,100,9.89,snow
303,Linfen,CN,36.0889,111.5189,53.26,55,100,3.76,overcast clouds
304,College,US,64.8569,-147.8028,39.79,86,75,6.91,broken clouds
305,Noumea,NC,-22.2763,166.4572,76.98,99,17,12.5,few clouds
306,Klaksvik,FO,62.2266,-6.589,50.92,86,58,22.88,broken clouds
307,Vostok,RU,46.4856,135.8833,43.39,97,100,5.17,light rain
308,Arandis,NA,-22.4167,14.9667,49.46,26,0,4.52,clear sky
309,Bengkulu,ID,-3.8004,102.2655,76.41,92,31,4.52,scattered clouds
310,Merauke,ID,-8.4667,140.3333,79.23,85,100,11.72,overcast clouds
311,Roebourne,AU,-20.7833,117.1333,74.08,27,0,13.8,clear sky
312,Samarai,PG,-10.6167,150.6667,79.68,80,86,15.28,overcast clouds
313,Henties Bay,NA,-22.116,14.2845,55.85,79,0,4.61,clear sky
314,Sovetskiy,RU,61.3614,63.5842,29.53,72,12,8.21,few clouds
315,Bagdarin,RU,54.4333,113.6,27.55,78,19,3.29,few clouds
316,Tessalit,ML,20.1986,1.0114,85.62,10,98,8.68,overcast clouds
317,Tuensang,IN,26.2833,94.8333,66.85,98,10,2.01,clear sky
318,Acapulco,MX,16.8634,-99.8901,84.02,79,90,9.22,overcast clouds
319,Kollo,NE,13.3043,2.339,92.53,27,84,7.4,broken clouds
320,Edd,ER,13.9297,41.6925,89.02,65,91,8.72,overcast clouds
321,Port Hawkesbury,CA,45.6169,-61.3485,51.58,73,20,1.99,few clouds
322,Kupang,ID,-10.1667,123.5833,76.89,77,69,2.8,broken clouds
323,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,64,0,11.5,clear sky
324,Totma,RU,59.9747,42.7642,43.88,95,100,5.32,overcast clouds
325,Oriximina,BR,-1.7656,-55.8661,87.4,46,48,1.45,scattered clouds
326,Placido De Castro,BR,-10.3353,-67.1856,85.8,56,86,2.08,overcast clouds
327,Touros,BR,-5.1989,-35.4608,79.7,79,62,16.53,broken clouds
328,Amapa,BR,1.0,-52.0,72.41,98,99,7.09,moderate rain
329,Darnah,LY,32.767,22.6367,73.04,79,0,3.09,clear sky
330,Mount Gambier,AU,-37.8333,140.7667,51.19,59,52,7.4,broken clouds
331,San Rafael,AR,-34.6177,-68.3301,65.7,41,59,3.18,broken clouds
332,Thomasville,US,35.8826,-80.082,69.98,84,100,1.99,overcast clouds
333,West Lafayette,US,40.4259,-86.9081,81.91,59,75,5.75,broken clouds
334,Beira,MZ,-19.8436,34.8389,73.36,74,0,8.95,clear sky
335,Gemena,CD,3.25,19.7667,73.2,97,100,1.3,light rain
336,Arlit,NE,18.7369,7.3853,86.11,8,49,10.45,scattered clouds
337,Sarangani,PH,5.4033,125.4636,84.15,76,100,18.57,overcast clouds
338,Sandovo,RU,58.4602,36.4128,44.35,81,100,5.55,overcast clouds
339,Pisco,PE,-13.7,-76.2167,66.02,77,0,8.05,clear sky
340,Vengerovo,RU,55.6848,76.7471,37.35,90,95,6.55,overcast clouds
341,Tigil,RU,57.8,158.6667,33.08,93,97,8.28,overcast clouds
342,Iquitos,PE,-3.7481,-73.2472,80.64,83,40,6.91,scattered clouds
343,Lorengau,PG,-2.0226,147.2712,81.03,81,100,3.04,overcast clouds
344,San Vicente,AR,-26.6167,-54.1333,64.65,100,100,2.68,light rain
345,Trogir,HR,43.5125,16.2517,55.45,47,0,5.75,clear sky
346,Fairbanks,US,64.8378,-147.7164,39.81,86,90,3.44,overcast clouds
347,Hofn,IS,64.2539,-15.2082,47.61,83,100,5.32,overcast clouds
348,Saginaw,US,43.3334,-84.0333,73.69,78,1,0.0,clear sky
349,Iztapa,GT,13.9333,-90.7075,86.05,79,90,11.5,thunderstorm
350,Nelson Bay,AU,-32.7167,152.15,77.29,57,17,8.86,few clouds
